3,1,672.94,174.42,75.72,66.80,1.00,-1,-1,-1
3,2,736.87,175.71,244.87,176.37,1.00,-1,-1,-1
3,3,686.70,172.85,130.71,99.19,1.00,-1,-1,-1
3,4,644.65,167.15,41.37,40.22,1.00,-1,-1,-1
3,6,661.48,177.58,55.16,46.22,1.00,-1,-1,-1
4,1,674.13,174.66,77.83,67.07,1.00,-1,-1,-1
4,2,745.07,168.71,275.19,201.72,1.00,-1,-1,-1
4,3,690.33,173.22,138.71,104.00,1.00,-1,-1,-1
4,4,644.71,166.66,43.55,40.76,1.00,-1,-1,-1
4,6,663.96,177.24,55.98,47.51,0.99,-1,-1,-1
6,1,677.99,173.69,85.07,70.88,1.00,-1,-1,-1
6,3,700.15,171.50,164.31,114.62,1.00,-1,-1,-1
6,4,646.17,164.55,43.89,42.69,1.00,-1,-1,-1
6,6,665.70,175.65,62.43,52.47,1.00,-1,-1,-1
8,1,681.72,173.55,94.78,77.68,1.00,-1,-1,-1
8,3,706.41,170.63,196.67,134.04,1.00,-1,-1,-1
8,4,646.98,164.02,45.88,45.91,1.00,-1,-1,-1
8,6,669.32,175.89,67.37,56.26,1.00,-1,-1,-1
8,7,629.78,175.04,26.67,24.59,0.94,-1,-1,-1
9,1,684.97,174.57,101.43,82.07,1.00,-1,-1,-1
9,3,711.40,171.37,225.43,149.36,1.00,-1,-1,-1
9,4,647.76,163.13,48.02,49.31,1.00,-1,-1,-1
9,6,671.67,175.40,70.59,60.55,1.00,-1,-1,-1
15,1,687.01,178.99,101.67,80.59,1.00,-1,-1,-1
15,3,713.51,175.78,197.18,134.86,1.00,-1,-1,-1
15,4,651.62,164.17,55.05,55.42,1.00,-1,-1,-1
15,6,644.26,178.12,42.60,38.44,1.00,-1,-1,-1
22,3,717.39,181.40,178.38,128.81,1.00,-1,-1,-1
22,4,658.95,162.44,70.74,69.01,1.00,-1,-1,-1
22,5,70.92,193.60,239.53,158.38,1.00,-1,-1,-1
22,6,633.43,179.71,33.29,31.41,1.00,-1,-1,-1
24,3,725.92,183.74,197.86,143.05,1.00,-1,-1,-1
24,4,654.35,168.59,67.40,62.55,0.99,-1,-1,-1
24,5,151.57,192.33,156.37,102.23,1.00,-1,-1,-1
24,6,631.21,179.77,34.57,30.59,1.00,-1,-1,-1
24,1,671.93,163.89,90.29,82.50,1.00,-1,-1,-1
25,3,733.58,183.25,226.24,155.93,1.00,-1,-1,-1
25,4,652.87,172.13,64.69,57.25,0.73,-1,-1,-1
25,6,630.05,178.68,37.00,31.10,1.00,-1,-1,-1
25,1,670.46,159.48,89.76,84.45,1.00,-1,-1,-1
27,3,751.40,182.83,278.24,180.47,1.00,-1,-1,-1
27,4,653.50,170.32,67.06,58.26,1.00,-1,-1,-1
27,6,629.95,175.38,39.29,33.10,1.00,-1,-1,-1
27,1,673.68,154.84,94.21,90.33,1.00,-1,-1,-1
28,4,654.88,171.33,70.23,59.98,1.00,-1,-1,-1
28,6,630.94,175.57,40.49,33.44,1.00,-1,-1,-1
28,1,676.32,153.72,101.00,95.87,1.00,-1,-1,-1
29,4,656.12,173.12,74.97,60.03,1.00,-1,-1,-1
29,6,630.34,176.63,44.04,34.54,1.00,-1,-1,-1
29,1,678.07,153.06,108.68,99.19,1.00,-1,-1,-1
30,4,657.57,173.71,76.06,61.47,1.00,-1,-1,-1
30,6,630.94,176.63,45.62,35.82,1.00,-1,-1,-1
30,1,680.72,152.08,113.72,103.31,1.00,-1,-1,-1
32,4,660.82,172.29,80.46,63.97,1.00,-1,-1,-1
32,6,633.33,174.30,46.07,36.59,1.00,-1,-1,-1
32,1,685.51,148.27,124.80,110.79,1.00,-1,-1,-1
33,4,663.69,170.60,83.94,66.98,1.00,-1,-1,-1
33,6,635.19,171.95,47.11,38.44,1.00,-1,-1,-1
33,9,139.12,187.67,212.48,134.08,1.00,-1,-1,-1
33,1,691.17,145.10,134.57,117.72,1.00,-1,-1,-1
34,4,665.52,170.24,89.11,69.19,1.00,-1,-1,-1
34,6,636.37,171.21,49.01,39.82,1.00,-1,-1,-1
34,9,106.82,188.81,226.26,144.42,1.00,-1,-1,-1
34,1,694.57,143.37,146.79,124.31,1.00,-1,-1,-1
35,4,668.36,171.74,92.67,71.65,1.00,-1,-1,-1
35,6,637.09,172.88,50.77,40.85,1.00,-1,-1,-1
35,9,72.26,191.30,236.03,157.43,1.00,-1,-1,-1
35,1,698.35,143.19,160.63,131.47,1.00,-1,-1,-1
36,4,671.76,172.17,98.15,76.07,1.00,-1,-1,-1
36,5,32.26,145.26,84.72,89.96,0.73,-1,-1,-1
36,6,637.81,174.56,53.16,42.19,1.00,-1,-1,-1
36,9,24.98,191.99,257.85,174.98,1.00,-1,-1,-1
36,1,701.09,142.87,176.20,140.63,1.00,-1,-1,-1
37,4,675.03,174.93,102.14,77.19,1.00,-1,-1,-1
37,6,639.19,176.38,54.28,42.91,1.00,-1,-1,-1
37,9,0.08,194.74,253.06,180.14,1.00,-1,-1,-1
37,1,706.79,144.07,191.50,149.71,1.00,-1,-1,-1
37,13,260.79,82.48,57.77,118.13,0.72,-1,-1,-1
38,4,678.26,176.27,108.03,81.36,1.00,-1,-1,-1
38,6,640.64,178.29,56.70,44.15,1.00,-1,-1,-1
38,9,-10.14,198.40,226.00,181.38,1.00,-1,-1,-1
38,1,713.87,144.47,207.51,161.68,1.00,-1,-1,-1
38,13,249.36,81.85,58.74,115.61,0.75,-1,-1,-1
39,4,681.49,177.38,114.47,85.42,1.00,-1,-1,-1
39,6,641.77,180.33,59.16,44.32,1.00,-1,-1,-1
39,9,-9.74,201.02,173.41,180.34,1.00,-1,-1,-1
39,1,718.33,140.52,231.14,179.99,1.00,-1,-1,-1
39,13,236.27,74.81,64.63,124.99,0.72,-1,-1,-1
40,4,684.69,178.96,119.11,90.22,1.00,-1,-1,-1
40,6,643.50,180.64,60.25,46.51,1.00,-1,-1,-1
40,1,725.54,137.13,258.84,197.97,1.00,-1,-1,-1
40,13,224.83,73.82,64.06,129.31,0.44,-1,-1,-1
41,4,687.87,180.43,124.25,94.63,1.00,-1,-1,-1
41,6,645.70,181.75,60.45,47.22,1.00,-1,-1,-1
41,1,740.22,137.84,286.24,211.39,1.00,-1,-1,-1
41,5,-6.27,203.87,127.96,92.91,1.00,-1,-1,-1
42,4,692.06,180.21,131.88,101.10,1.00,-1,-1,-1
42,6,647.68,182.04,60.97,48.92,1.00,-1,-1,-1
42,1,750.02,131.92,326.92,234.23,1.00,-1,-1,-1
42,5,-5.99,204.62,106.07,93.93,0.94,-1,-1,-1
43,4,697.52,181.00,140.31,106.23,1.00,-1,-1,-1
43,6,648.64,182.10,64.00,50.83,1.00,-1,-1,-1
43,1,764.10,122.21,386.55,252.47,0.99,-1,-1,-1
44,4,703.90,180.63,147.17,113.17,1.00,-1,-1,-1
44,6,651.21,181.28,66.64,52.96,1.00,-1,-1,-1
45,4,710.26,179.94,164.50,120.31,1.00,-1,-1,-1
45,6,654.23,180.17,69.31,54.93,1.00,-1,-1,-1
46,4,717.51,179.22,184.55,129.71,1.00,-1,-1,-1
46,6,658.36,179.54,70.39,55.98,1.00,-1,-1,-1
47,4,723.97,179.24,211.82,139.98,1.00,-1,-1,-1
47,6,661.66,178.69,73.17,58.75,1.00,-1,-1,-1
48,4,734.45,179.60,232.16,151.40,1.00,-1,-1,-1
48,6,666.11,179.17,75.27,61.18,1.00,-1,-1,-1
49,4,744.92,180.56,264.32,167.20,1.00,-1,-1,-1
