6,1,1066.18,235.73,174.66,138.41,1.00,-1,-1,-1
6,2,750.15,165.82,21.12,48.31,1.00,-1,-1,-1
6,3,771.65,168.30,18.02,46.19,1.00,-1,-1,-1
7,1,1160.97,249.80,80.07,124.12,1.00,-1,-1,-1
7,2,753.98,165.19,18.89,49.56,1.00,-1,-1,-1
7,3,773.64,167.58,12.67,47.41,1.00,-1,-1,-1
8,2,756.82,164.70,19.13,51.06,1.00,-1,-1,-1
8,3,778.78,166.98,13.89,48.88,1.00,-1,-1,-1
9,2,760.32,163.79,19.31,52.94,1.00,-1,-1,-1
9,3,784.60,165.93,15.94,50.72,1.00,-1,-1,-1
10,2,764.43,162.49,19.93,54.91,1.00,-1,-1,-1
10,3,789.41,164.46,18.09,52.64,1.00,-1,-1,-1
11,2,768.59,162.00,20.07,56.98,1.00,-1,-1,-1
11,3,794.05,163.82,19.67,54.67,1.00,-1,-1,-1
12,2,773.20,160.46,22.29,59.18,1.00,-1,-1,-1
12,3,800.40,163.28,20.63,56.81,1.00,-1,-1,-1
13,2,778.84,160.06,24.50,61.55,1.00,-1,-1,-1
13,3,807.42,162.91,20.73,59.11,1.00,-1,-1,-1
13,4,201.34,165.40,18.00,57.39,1.00,-1,-1,-1
14,2,785.18,161.18,26.61,64.10,1.00,-1,-1,-1
14,3,815.61,163.54,21.66,61.60,1.00,-1,-1,-1
14,4,189.77,166.64,19.91,58.66,1.00,-1,-1,-1
15,2,792.19,162.38,27.88,66.86,1.00,-1,-1,-1
15,3,825.00,164.66,22.33,64.28,1.00,-1,-1,-1
15,4,176.55,168.19,21.72,60.18,1.00,-1,-1,-1
16,2,799.90,164.09,30.69,69.87,1.00,-1,-1,-1
16,3,834.80,166.30,24.77,67.21,1.00,-1,-1,-1
16,4,160.47,169.89,23.04,62.05,1.00,-1,-1,-1
17,2,808.03,165.80,32.97,73.20,1.00,-1,-1,-1
17,3,845.82,168.27,27.02,70.42,1.00,-1,-1,-1
17,4,143.60,170.67,23.61,64.26,1.00,-1,-1,-1
18,2,820.40,164.85,33.67,76.84,1.00,-1,-1,-1
18,3,859.73,168.59,27.89,73.91,1.00,-1,-1,-1
18,4,126.49,167.94,25.28,66.58,1.00,-1,-1,-1
19,2,834.85,163.95,32.24,80.86,1.00,-1,-1,-1
19,3,874.20,167.04,26.99,77.77,1.00,-1,-1,-1
19,4,106.89,166.03,26.77,68.02,1.00,-1,-1,-1
20,2,848.35,161.11,34.96,85.31,1.00,-1,-1,-1
20,3,892.34,163.88,28.36,82.04,1.00,-1,-1,-1
20,4,87.20,163.80,27.89,70.25,1.00,-1,-1,-1
21,2,861.09,157.30,37.73,90.29,1.00,-1,-1,-1
21,3,911.69,159.88,29.40,86.81,1.00,-1,-1,-1
21,4,65.74,160.83,28.13,72.91,1.00,-1,-1,-1
22,2,876.96,154.13,40.07,95.88,1.00,-1,-1,-1
22,3,931.33,157.01,32.99,92.16,1.00,-1,-1,-1
22,4,40.97,159.13,30.14,75.87,1.00,-1,-1,-1
23,2,896.26,153.23,40.23,102.20,1.00,-1,-1,-1
23,3,952.67,157.72,36.05,98.37,1.00,-1,-1,-1
23,4,14.02,162.60,32.10,77.68,1.00,-1,-1,-1
24,2,912.79,155.99,47.08,109.49,1.00,-1,-1,-1
24,3,974.54,160.90,38.93,105.57,1.00,-1,-1,-1
25,2,930.03,157.54,53.88,117.90,1.00,-1,-1,-1
25,3,997.16,163.63,39.29,113.91,1.00,-1,-1,-1
26,2,953.60,157.73,64.11,127.76,1.00,-1,-1,-1
26,3,1028.67,161.86,44.29,123.74,1.00,-1,-1,-1
27,2,979.78,153.13,71.51,138.98,1.00,-1,-1,-1
27,3,1065.42,157.27,48.13,135.40,1.00,-1,-1,-1
28,2,1020.25,147.60,79.39,153.17,1.00,-1,-1,-1
28,3,1101.86,151.87,74.29,149.81,1.00,-1,-1,-1
28,5,428.62,177.81,17.81,42.99,1.00,-1,-1,-1
29,2,1068.77,140.81,80.19,170.90,1.00,-1,-1,-1
29,3,1149.47,146.97,71.83,167.30,1.00,-1,-1,-1
29,5,427.12,176.59,13.96,44.06,1.00,-1,-1,-1
30,2,1113.73,141.70,99.29,193.23,1.00,-1,-1,-1
30,5,421.99,178.03,14.57,45.30,1.00,-1,-1,-1
31,5,415.56,179.62,15.76,46.80,1.00,-1,-1,-1
31,3,1201.03,149.19,45.25,204.92,1.00,-1,-1,-1
32,5,409.19,180.60,17.37,48.37,1.00,-1,-1,-1
32,6,345.51,173.97,23.55,45.72,1.00,-1,-1,-1
33,5,402.01,178.80,18.59,50.01,1.00,-1,-1,-1
33,6,337.90,171.30,19.92,46.80,1.00,-1,-1,-1
34,5,395.53,175.09,18.30,51.77,1.00,-1,-1,-1
34,6,327.67,168.11,20.67,48.12,1.00,-1,-1,-1
35,5,388.90,173.01,16.98,53.62,1.00,-1,-1,-1
