[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5535000228066752, 0.04720135048063483, -0.8315105274533896, 0.0], [-0.020821413943183653, 0.9988648950958328, 0.04284145266675342, 0.0], [0.8325888501982335, -0.006399520137897114, 0.5538545410733653, 0.0]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5546855733942219, 0.04622663072420094, -0.8307749474317409, 0.914425326862289], [-0.020584948914285663, 0.9989123184927765, 0.04183825810884303, 1.4054172414895265], [0.831805370592496, -0.006105618336768302, 0.5550338249856545, -0.0036773681599981956]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5559070312582689, 0.046310578159813744, -0.8299534342046678, 0.838425437193229], [-0.02055902470473094, 0.9989074306924232, 0.04196750422233739, 1.2850177974721086], [0.8309901919401987, -0.006266997523968392, 0.556251764618528, -0.0010604858400000694]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5571818116406396, 0.04683882701660213, -0.829068485144963, 0.8379556227386574], [-0.020360120455663624, 0.9988783573107372, 0.042749184685026295, 1.2807224694189143], [0.8301408882062644, -0.006939133945417226, 0.5575104968950826, -0.005653381350001041]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5590577247994826, 0.04616944711782632, -0.827842281171275, 0.9087505693637054], [-0.019993153284350994, 0.9989087751194891, 0.0422082078632876, 1.4065810899410787], [0.8288876486978042, -0.007045647033189102, 0.55937073993382, -0.006286621089998334]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5611826603549347, 0.045134954060996185, -0.826460439246108, 0.8290769309495023], [-0.019684253337075405, 0.998957436946846, 0.04118943237227216, 1.2722285878104702], [0.8274578852651776, -0.006846538577990356, 0.561486039917272, -0.005157470699998612]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5637510136107253, 0.04555546961514434, -0.8246875128441217, 0.9134444575832953], [-0.019415363036416815, 0.9989327909220642, 0.04190850628237154, 1.3969903224085594], [0.8257165605285168, -0.007614355442130129, 0.5640338493921769, -0.002479553230003262]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5656357233090383, 0.04723218655024617, -0.823301493421665, 0.8346657823285176], [-0.019891420652289264, 0.9988494026651425, 0.043637165122424625, 1.2643771964899169], [0.824415283641136, -0.008306103127870293, 0.5659244196442971, 0.011329650880000486]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5671195856852943, 0.048495965610959785, -0.8222064928298735, 0.8372661039970813], [-0.02031212712505659, 0.9987849347978269, 0.04490068498983478, 1.2614757509495338], [0.8233849604066106, -0.008763295063013696, 0.5674155546297994, 0.01371002196999882]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5686212769044217, 0.04993094808169936, -0.8210826656769996, 0.9194812353003354], [-0.021085604414034637, 0.9987128586112656, 0.04613050325986901, 1.3879140154796845], [0.8223291559576857, -0.00891776138818403, 0.5689422051436714, 0.018547058110002013]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5700181809496164, 0.050700921277484184, -0.8200662716930288, 0.8393563595176267], [-0.02160033882959786, 0.9986740207301039, 0.04672928076928325, 1.2561582870165104], [0.8213480984024598, -0.008922830289896252, 0.5703575057367798, 0.010314941410001666]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5714091913806807, 0.0517893432596535, -0.8190295476540578, 0.8406606384846284], [-0.022001545931166978, 0.9986148137839403, 0.04779524733595182, 1.254954171578575], [0.8203703236845634, -0.0092907274203822, 0.5717571288595227, 0.01184082030999889]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5728797262985023, 0.050054618993511865, -0.8181096224306175, 0.9283289561867362], [-0.022143653544335253, 0.9987143887177894, 0.04559855672892193, 1.3719403785318527], [0.8193402698536558, -0.008006552658081001, 0.5732516178003092, 0.00846099852999771]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5742837380081425, 0.04887246506487607, -0.8171962251612996, 0.847967512849665], [-0.02162050302396257, 0.9987737113329314, 0.0445379321391674, 1.2404018904088436], [0.8183707852241464, -0.007909216694763363, 0.5746361476472649, 0.029167175300003123]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5757419343739645, 0.0489336363226996, -0.8161658680927324, 0.9322173917192452], [-0.020963961029533344, 0.9987628072113414, 0.04509287381918893, 1.3622858731819365], [0.8173626718545922, -0.00885178894680964, 0.576055473449531, 0.017967224119999514]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5767446332604528, 0.04929755380748141, -0.815435698994019, 0.8474435557338056], [-0.021043207184736706, 0.9987428607094874, 0.045495951613410135, 1.233756952441034], [0.8166534218606116, -0.009080163568349795, 0.5770569635598604, 0.013999938959997849]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5776695816985983, 0.04813926233196582, -0.8148499652097314, 0.8444029351093748], [-0.021192643583421406, 0.9988074746979537, 0.04398295516950285, 1.2291989986244094], [0.8159955430258872, -0.00813879042798174, 0.5780008943351704, 0.00887298584000007]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5786063014053207, 0.04676148355467654, -0.8142653815739811, 0.9284451088033778], [-0.021575806042260833, 0.9988832657945574, 0.04203220086108143, 1.3463757511671286], [0.815321551639402, -0.0067516643403881344, 0.5789690686564808, 0.015594482419999167]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.579349904926166, 0.04708319353636542, -0.8137179244360172, 0.8460609380953781], [-0.021886655525132918, 0.9988688564648729, 0.04221352738733613, 1.2229066740097738], [0.8147850403462048, -0.0066468391716940495, 0.5797250706645859, 0.016349792479999792]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.579892029120594, 0.04796608078468052, -0.8132800806957943, 0.9206431462530048], [-0.02169053048735625, 0.9988204171552784, 0.04344301049573949, 1.3530216905338774], [0.8144045404156199, -0.007551779122389961, 0.5802484081688716, 0.022193908700003817]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5804994628721628, 0.05039776083411489, -0.8126994766259159, 0.8319387843373597], [-0.021895785203395288, 0.9986879712174725, 0.04629158385555023, 1.22935661897549], [0.8139661836928223, -0.009077546388535765, 0.5808413294145887, 0.006149291989999028]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5812865297496284, 0.05189719207579502, -0.8120422721670851, 0.8332248477309955], [-0.02196913111719139, 0.9986011911845742, 0.04809384828338226, 1.2205097881065714], [0.8134023159603063, -0.010116443021011685, 0.5816135572448536, 0.005287170409999931]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.581948378246059, 0.052034639244149666, -0.8115592901171872, 0.9097860542319688], [-0.022367715846195447, 0.9985974530351476, 0.047987624233128974, 1.3439003340890374], [0.8129180588131903, -0.009773592504669349, 0.5822960643392217, 0.0019989013700012492]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5826112061999557, 0.05196577462042357, -0.8110879981101509, 0.8280888012817486], [-0.022890910219315896, 0.9986071380302272, 0.04753724965129888, 1.2083551721449786], [0.8124285744848984, -0.009129191814067536, 0.5829892530889896, -0.0049743652400024985]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5832612376969885, 0.05024487624410236, -0.8107291662518329, 0.8289244491237507], [-0.02252098312174268, 0.9987016697873585, 0.04569223219730172, 1.2067530595113436], [0.8119723726330886, -0.00839209003507435, 0.5836355360200712, 0.00038146973000152684]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5841898302249038, 0.04865059302230816, -0.810157615566487, 0.9138160299028829], [-0.022367865808223794, 0.9987877406277421, 0.04384891960944098, 1.3183258057578495], [0.8113087703463974, -0.007494596073683037, 0.5845698505642495, 0.0051422119099981956]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5858354826594726, 0.04612948613874785, -0.8091160965928919, 0.8224561612358495], [-0.021448811408415043, 0.9989115627630433, 0.04142026397140688, 1.1950607341930397], [0.8101461199970713, -0.006910881772238041, 0.5861872601539726, -0.0026321411099985426]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5881466524718182, 0.04493589682958685, -0.8075049723452574, 0.912098104755501], [-0.020867959408587676, 0.998966009138708, 0.040391098717466656, 1.3041248053772743], [0.8084850298282065, -0.006904908515203212, 0.5884762346790912, 0.0070953369099981956]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5899286804037909, 0.04471249491769525, -0.8062164379589869, 0.833852516047178], [-0.02064885119123522, 0.9989745030387384, 0.04029351341082386, 1.1675956618804455], [0.8071912889653382, -0.007122855939936922, 0.59024697198862, 0.01590728760000104]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5911792349910941, 0.045283812309858604, -0.8052679606553523, 0.8361181756680308], [-0.020574835475616504, 0.9989443962372486, 0.04107029792137077, 1.1625228032721704], [0.8062777364286428, -0.0077116515017432025, 0.5914868909541612, 0.02059173584000007]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5927860523684217, 0.04576514966360027, -0.8040586093026622, 0.919126744916404], [-0.02038505045066803, 0.9989168764508134, 0.041827307585765076, 1.2731058954795722], [0.8051019474796881, -0.008403869229036683, 0.5930769167202471, 0.022224426270000208]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5946550690100882, 0.046668174441668396, -0.8026253362527807, 0.8343794790985707], [-0.020406457524561925, 0.9988683791570251, 0.042959720803515, 1.15512002207854], [0.8037219204376009, -0.009167475906688734, 0.5949344770591085, 0.013595581049997918]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.596812375316413, 0.04692174555889851, -0.8010077018748866, 0.8342755262317253], [-0.020188308592667542, 0.998850768688786, 0.04346923148605796, 1.1517516132267323], [0.802126810962798, -0.009771984625819609, 0.597073770526829, 0.010513305670002637]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.5990993811996622, 0.04652011963668913, -0.7993220939741188, 0.9185423659580408], [-0.02026926960702449, 0.9988719426874785, 0.042941807383254295, 1.2515926587060437], [0.8004180708578359, -0.009524735205289953, 0.5993664916088398, 0.008995056149998959]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.6008648782176478, 0.04572053472098358, -0.798041998161324, 0.8325360157928277], [-0.0201912469956008, 0.9989124684369542, 0.04202611028817212, 1.140741601785067], [0.7990955585343057, -0.00913855054252588, 0.6011345733067828, 0.00480651856000236]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.6025525429693331, 0.04635571216309395, -0.7967318124130869, 0.9227287410853956], [-0.02090611021054123, 0.998885921201043, 0.04230663047571071, 1.2409893211432292], [0.7978053443773454, -0.008835404699051117, 0.602850369583323, 0.00048828125]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.6038783766058463, 0.04666584553206228, -0.7957092466024668, 0.8386784186574827], [-0.02134148580426776, 0.9988734197796939, 0.042384339575901965, 1.1295301447596675], [0.7967907173477574, -0.008613368585915467, 0.6041939776512583, -0.002899169930003609]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.6050844495978793, 0.04553167004005449, -0.7948582740829935, 0.8395764867838857], [-0.021078165414351337, 0.9989295626262849, 0.041175719228988994, 1.127965294915599], [0.7958822273412045, -0.008160633224382471, 0.6053964686614718, -0.0025558471599964605]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.6066126079596952, 0.04421858330776281, -0.7937668806107947, 0.9232872315762233], [-0.02081740527138261, 0.998993093828185, 0.03974209508013201, 1.2399244712911328], [0.7947249709818511, -0.0075838890976649585, 0.6069223221500838, -0.002830505380003956]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.6080875966018253, 0.04236087944055186, -0.7927389423713451, 0.8337431069648061], [-0.02024828237367702, 0.9990780797656503, 0.03785495466509978, 1.1230236930727606], [0.7936116694706118, -0.006967526448026507, 0.6083847233907705, -0.016647338859996808]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.6095635646258166, 0.042565366348140204, -0.791593614342812, 0.9167357492370288], [-0.01988430675041775, 0.9990642210537811, 0.03840958936589958, 1.2397471636107915], [0.7924877759471897, -0.0076727959604272495, 0.609839530677068, -0.008964538580002568]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.6106108232599377, 0.04484759762943909, -0.7906599240537545, 0.8348142964138991], [-0.02030662747441355, 0.9989535938655021, 0.04097997296012535, 1.123123693071155], [0.7916704259971042, -0.008967178489644418, 0.6108825798068711, -0.013549804679996669]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.6116753941719734, 0.04688448047566752, -0.7897183407108435, 0.8374952121201208], [-0.02108606909409591, 0.9988538913105354, 0.04296837795356373, 1.1215303669821177], [0.7908277877355601, -0.009630644024572806, 0.6119629570823318, -0.015007019050003123]]]
[[[718.3351, 0, 600.3891], [0, 718.3351, 181.5122], [0, 0, 1]], [[0.6130958519971287, 0.046221162851833045, -0.7886552354283456, 0.9194544353981368], [-0.02121544739757429, 0.9988902453252139, 0.042049763208071855, 1.2338166854530448], [0.7897236105471557, -0.009048861738278693, 0.6133960686584207, -0.01985168456999986]]]
